user_id, 1, 2, 3, 4, 5, 6, 7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31, 32,33,34,35,36,37,38,39,40,41,42, 43, 44, 45,46,47,48,49,50,51,52,53,54,55,56, 57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84, 85,86,87,88,89,90, 91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108 ,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
rjd_1546504530,-0.12334614247083664,0.11778081208467484,0.033742256462574005,-0.030713636428117752,-0.10695601254701614,-0.02349747158586979,-0.03949197009205818,-0.08822202682495117,0.17854797840118408,-0.08810742944478989,0.18620972335338593,-0.05815009027719498,-0.20935922861099243,-0.053039152175188065,-0.09068526327610016,0.0927148163318634,-0.21605993807315826,-0.08908922225236893,-0.06669306010007858,-0.08355441689491272,0.07837004214525223,0.12287431955337524,0.0028670625761151314,0.0578121580183506,-0.10695821791887283,-0.3760710656642914,-0.11213347315788269,-0.13769376277923584,0.010102519765496254,-0.06831077486276627,-0.006444710306823254,0.032075416296720505,-0.1628611981868744,-0.09201554954051971,-0.01860661432147026,-0.006003255024552345,0.018671570345759392,-0.004674818366765976,0.15920504927635193,0.019314642995595932,-0.1280938982963562,0.08528860658407211,0.05649830773472786,0.3418081998825073,0.17796511948108673,0.08505673706531525,-0.011337824165821075,-0.038602735847234726,0.1307668834924698,-0.2768249213695526,0.038430143147706985,0.19818797707557678,0.047964271157979965,0.0010908180847764015,0.0844222754240036,-0.09072582423686981,-0.026700111106038094,0.11129104346036911,-0.20524905622005463,0.1182941421866417,0.07209621369838715,-0.06396207958459854,0.01790091022849083,-0.001716253231279552,0.15127745270729065,0.06534701585769653,-0.0788552463054657,-0.11077214777469635,0.08989870548248291,-0.19514426589012146,-0.01974453032016754,0.03992840275168419,-0.13105203211307526,-0.19855858385562897,-0.2800033390522003,0.08164354413747787,0.47196123003959656,0.136705219745636,-0.08189373463392258,0.059046123176813126,-0.11038190871477127,-0.04684063419699669,0.10007168352603912,0.02078257128596306,-0.047655269503593445,-0.07948218286037445,-0.1437849998474121,0.11739932745695114,0.19135594367980957,-0.027399400249123573,-0.015772467479109764,0.27081215381622314,0.004589878022670746,-0.014210861176252365,0.0005813608877360821,0.07333768159151077,-0.13684169948101044,0.00585798267275095,-0.08428683131933212,0.06055743992328644,0.059249941259622574,-0.04794013500213623,-0.0037395311519503593,0.07598964869976044,-0.16890724003314972,0.09293513000011444,-0.03320104256272316,-0.05484509468078613,-0.051227375864982605,-0.041087500751018524,-0.12071820348501205,-0.005989509634673595,0.1696736067533493,-0.20458024740219116,0.17017687857151031,0.1482010781764984,0.010870425030589104,0.1856839507818222,0.01650441810488701,-0.0045670438557863235,-0.013263224624097347,-0.05158057063817978,-0.13226599991321564,-0.10964411497116089,0.05048434063792229,0.0032130517065525055,0.050249986350536346,0.011135376058518887
